Unnamed: 0,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,max_power (in bph),Mileage Unit,Mileage,Engine (CC)
5248.0,Tata,2010.0,160000.0,,Diesel,Individual,Manual,,5.0,88.8,kmpl,21.12,1248.0
5250.0,Maruti,2014.0,229999.0,30000.0,Petrol,Individual,Manual,Second Owner,5.0,47.3,kmpl,22.74,796.0
5251.0,Maruti,2014.0,440000.0,70000.0,Diesel,Individual,Manual,Second Owner,5.0,74.0,kmpl,22.9,1248.0
5259.0,Volkswagen,2012.0,240000.0,200000.0,,Individual,Manual,,5.0,73.9,kmpl,22.07,1199.0
5262.0,Hyundai,2012.0,465000.0,146000.0,Diesel,,Manual,Second Owner,5.0,126.32,kmpl,22.32,1582.0
5264.0,HYUNDAI,2013.0,325000.0,70000.0,Petrol,Individual,Manual,First Owner,5.0,78.9,kmpl,20.36,1197.0
5266.0,Maruti,2006.0,110000.0,120000.0,,Individual,Manual,Third Owner,5.0,46.3,kmpl,19.7,796.0
5268.0,Maruti,2018.0,750000.0,40000.0,,Individual,Manual,First Owner,5.0,91.1,kmpl,20.73,1373.0
5269.0,Hyundai,2018.0,350000.0,25000.0,Petrol,,Manual,First Owner,5.0,55.2,kmpl,21.1,814.0
5274.0,,,200000.0,40000.0,Petrol,Individual,Manual,Third Owner,5.0,47.3,kmpl,22.74,796.0
5276.0,Tata,2012.0,200000.0,120000.0,,Individual,Manual,First Owner,5.0,69.0,kmpl,23.03,1396.0
5277.0,,2016.0,276000.0,60000.0,Petrol,,Manual,First Owner,5.0,68.05,kmpl,20.3,998.0
5278.0,Hyundai,2014.0,250000.0,40000.0,Petrol,Individual,Manual,First Owner,5.0,55.2,kmpl,21.1,814.0
5279.0,Maruti,2008.0,95000.0,80000.0,Petrol,Individual,Manual,Second Owner,5.0,46.3,kmpl,19.7,796.0
5280.0,Tata,2011.0,200000.0,70000.0,Diesel,Individual,Manual,Second Owner,5.0,70.0,kmpl,23.57,1396.0
5281.0,Hyundai,2012.0,450000.0,100000.0,Diesel,Individual,Manual,Second Owner,5.0,,kmpl,,1582.0
5284.0,Hyundai,2010.0,200000.0,70000.0,Petrol,Individual,Manual,Second Owner,5.0,,kmpl,20.36,1197.0
,Ford,2013.0,325000.0,120000.0,Diesel,Individual,,Second Owner,5.0,68.1,,20.0,
5293.0,,2013.0,325000.0,70000.0,Petrol,Individual,Manual,Second Owner,,78.9,kmpl,20.36,1197.0
5294.0,Hyundai,2016.0,,130000.0,Diesel,Individual,Manual,First Owner,5.0,88.7,,21.38,1396.0
5295.0,Hyundai,2016.0,950000.0,133000.0,Diesel,Individual,Manual,First Owner,5.0,88.7,kmpl,21.38,1396.0
5296.0,Volkswagen,2010.0,320000.0,120000.0,,Individual,Manual,Third Owner,5.0,103.6,kmpl,20.54,1598.0
5304.0,Volkswagen,2015.0,620000.0,33000.0,Diesel,Individual,Manual,First Owner,,88.8,kmpl,,1498.0
5305.0,Maruti,2009.0,150000.0,70000.0,Petrol,Individual,Manual,Second Owner,5.0,46.3,kmpl,19.7,796.0
5312.0,Ford,,190000.0,,Diesel,Individual,Manual,Second Owner,5.0,68.0,kmpl,20.0,1399.0
5315.0,Maruti,2012.0,,90000.0,Diesel,Individual,Manual,First Owner,7.0,88.76,kmpl,20.77,1248.0
5317.0,Hyundai,2016.0,930000.0,47552.0,Diesel,Individual,,Second Owner,5.0,126.2,kmpl,19.67,1582.0
5320.0,Ford,2019.0,950000.0,20000.0,Diesel,Individual,Manual,First Owner,5.0,98.96,kmpl,23.0,1498.0
5329.0,Maruti,2004.0,70000.0,70000.0,Petrol,Individual,Manual,Second Owner,5.0,46.3,kmpl,19.7,796.0
5340.0,Ford,2015.0,300000.0,140000.0,Diesel,Individual,Manual,First Owner,5.0,68.05,kmpl,20.0,1399.0
5342.0,Tata,2017.0,520000.0,40000.0,Petrol,Individual,Manual,First Owner,5.0,84.0,,20.3,1199.0
5343.0,Maruti,2014.0,190000.0,,Petrol,Individual,Manual,,,47.3,kmpl,22.74,796.0
5347.0,Maruti,2020.0,360000.0,,Petrol,Individual,Manual,First Owner,5.0,47.3,kmpl,22.05,796.0
5349.0,Maruti,2013.0,160000.0,,,Individual,Manual,Second Owner,5.0,47.3,kmpl,22.74,796.0
,Maruti,2007.0,,120000.0,Petrol,Individual,Manual,Third Owner,5.0,46.3,kmpl,19.7,796.0
5356.0,Maruti,2013.0,390000.0,100000.0,Diesel,Individual,Manual,First Owner,5.0,74.0,kmpl,23.4,1248.0
5357.0,Toyota,2015.0,450000.0,80000.0,Diesel,Individual,Manual,First Owner,5.0,67.04,kmpl,23.59,1364.0
,Hyundai,2012.0,,70000.0,Diesel,Individual,Manual,First Owner,5.0,126.32,kmpl,22.32,1582.0
5378.0,Maruti,2019.0,610000.0,18000.0,Petrol,Individual,Manual,First Owner,5.0,81.8,kmpl,21.21,1197.0
5381.0,Hyundai,2012.0,,150000.0,Diesel,Individual,Manual,Third Owner,5.0,126.32,kmpl,22.32,1582.0
5382.0,Hyundai,2011.0,450000.0,108000.0,Diesel,Individual,Manual,First Owner,5.0,126.3,kmpl,22.32,1582.0
5384.0,Maruti,2013.0,650000.0,90000.0,Diesel,Individual,Manual,First Owner,7.0,88.76,kmpl,,1248.0
5392.0,Maruti,,500000.0,,Petrol,,Manual,First Owner,5.0,83.14,kmpl,20.85,1197.0
5394.0,Maruti,2011.0,400000.0,60000.0,Diesel,Individual,Manual,First Owner,5.0,74.0,kmpl,22.9,1248.0
5397.0,Hyundai,2012.0,280000.0,,Petrol,Individual,Manual,First Owner,,78.9,kmpl,20.36,1197.0
5398.0,Maruti,2014.0,580000.0,88000.0,Diesel,Individual,Manual,,5.0,74.0,kmpl,23.4,
5403.0,Hyundai,2014.0,190000.0,60000.0,Petrol,Individual,Manual,Second Owner,,55.2,kmpl,21.1,814.0
5406.0,Hyundai,2019.0,811000.0,43000.0,Diesel,,Manual,First Owner,5.0,88.76,kmpl,22.54,1396.0
5407.0,Maruti,2016.0,,120000.0,Diesel,Individual,Manual,First Owner,5.0,73.94,kmpl,23.2,1248.0
5413.0,Maruti,2014.0,420000.0,120000.0,Diesel,Individual,Manual,Second Owner,5.0,,kmpl,23.4,1248.0
5416.0,RENAULT,,350000.0,25000.0,,Individual,Manual,First Owner,5.0,67.0,kmpl,23.01,999.0
5417.0,Toyota,2015.0,509999.0,100000.0,Diesel,Individual,Manual,Second Owner,5.0,,kmpl,23.59,
5420.0,Maruti,2013.0,240000.0,44000.0,Petrol,Individual,Manual,Second Owner,5.0,67.1,kmpl,20.92,998.0
,Hyundai,,530000.0,100000.0,Diesel,Individual,Manual,Second Owner,5.0,88.73,kmpl,22.54,1396.0
5424.0,Hyundai,2014.0,350000.0,64000.0,Petrol,Individual,,,5.0,78.9,kmpl,20.36,1197.0
5428.0,Maruti,2013.0,370000.0,90000.0,Diesel,Individual,Manual,,5.0,74.0,kmpl,22.9,
5434.0,Hyundai,2014.0,320000.0,15000.0,Petrol,Individual,Manual,,5.0,78.9,kmpl,,1197.0
5435.0,Maruti,2017.0,440000.0,35000.0,Petrol,Individual,Automatic,,,67.0,kmpl,20.51,998.0
5438.0,Hyundai,2012.0,179000.0,,Petrol,Individual,Manual,Second Owner,5.0,55.2,kmpl,21.1,814.0
5439.0,HYUNDAI,2008.0,140000.0,60000.0,Petrol,Individual,Manual,Second Owner,5.0,,,20.36,1197.0
5442.0,Ford,2011.0,250000.0,,Diesel,Dealer,Manual,Second Owner,5.0,68.0,kmpl,20.0,1399.0
5443.0,Maruti,2014.0,330000.0,22000.0,Petrol,Individual,Manual,First Owner,5.0,,kmpl,20.51,998.0
5448.0,Maruti,2015.0,550000.0,29434.0,Petrol,Individual,Manual,,5.0,91.1,kmpl,20.73,1373.0
NAN,RENAULT,2013.0,400000.0,44500.0,Diesel,Individual,Manual,,5.0,83.8,kmpl,20.46,1461.0
,Maruti,2016.0,375000.0,34500.0,Petrol,Individual,Manual,First Owner,5.0,67.04,kmpl,20.51,998.0
5455.0,Hyundai,2012.0,140000.0,,Petrol,Individual,Manual,First Owner,5.0,55.2,kmpl,21.1,814.0
5456.0,NAN,2019.0,550000.0,,Petrol,Individual,Manual,First Owner,5.0,81.86,kmpl,20.14,
5459.0,Ford,2018.0,950000.0,35000.0,Diesel,Individual,Manual,First Owner,5.0,98.96,kmpl,23.0,1498.0
,Maruti,2018.0,375000.0,50000.0,CNG,Individual,Manual,First Owner,5.0,61.7,km/kg,,1196.0
5468.0,Maruti,2016.0,590000.0,40000.0,Petrol,,Manual,Second Owner,5.0,91.1,kmpl,20.73,
5469.0,HYUNDAI,2019.0,420000.0,30000.0,Petrol,,Manual,First Owner,5.0,68.0,kmpl,20.3,1086.0
5474.0,Tata,nan,530000.0,20000.0,Petrol,Individual,Manual,First Owner,5.0,83.81,kmpl,20.3,1199.0
5481.0,,2013.0,350000.0,110000.0,Diesel,,Manual,Third Owner,5.0,74.0,,22.9,1248.0
5486.0,,2017.0,325000.0,16500.0,Petrol,Individual,Manual,,5.0,,kmpl,23.01,999.0
5488.0,Maruti,2012.0,180000.0,80000.0,Petrol,Individual,Manual,Third Owner,5.0,46.3,kmpl,,796.0
5489.0,Maruti,2020.0,700000.0,,Petrol,Individual,Manual,First Owner,5.0,88.5,kmpl,23.26,
5492.0,Volkswagen,2018.0,885000.0,,Diesel,Individual,Automatic,First Owner,5.0,108.5,kmpl,21.5,1498.0
5493.0,MARUTI,2011.0,160000.0,140000.0,Diesel,Individual,Manual,First Owner,5.0,73.9,kmpl,21.1,1248.0
5494.0,Hyundai,2012.0,300000.0,120000.0,Diesel,Individual,Manual,Second Owner,5.0,90.0,kmpl,23.0,1396.0
5495.0,Volkswagen,,950000.0,75000.0,Diesel,Individual,Automatic,First Owner,5.0,108.5,,21.5,1498.0
5496.0,,2015.0,,90000.0,Diesel,Individual,Manual,First Owner,7.0,88.76,kmpl,20.77,
5498.0,Renault,2012.0,570000.0,100000.0,Diesel,Individual,Manual,Second Owner,5.0,78.0,kmpl,21.8,1461.0
5504.0,Volkswagen,2015.0,434999.0,50000.0,Diesel,Individual,Manual,First Owner,5.0,88.8,kmpl,20.14,1498.0
5505.0,Maruti,2015.0,260000.0,25000.0,Petrol,Individual,Manual,First Owner,5.0,47.3,kmpl,22.74,796.0
5506.0,Maruti,2013.0,450000.0,24019.0,Diesel,Individual,Manual,,5.0,74.0,,22.9,1248.0
5507.0,Hyundai,,459999.0,80000.0,Diesel,Individual,Manual,Second Owner,5.0,126.32,,22.32,1582.0
5508.0,Maruti,2011.0,210000.0,100000.0,Diesel,Individual,,Second Owner,5.0,73.9,kmpl,,1248.0
5509.0,,2015.0,540000.0,93000.0,,Individual,Manual,Second Owner,5.0,83.14,kmpl,20.85,1197.0
5512.0,HYUNDAI,2019.0,990000.0,19600.0,Diesel,Individual,Manual,First Owner,,88.7,kmpl,22.1,1396.0
5514.0,Ford,2017.0,880000.0,,,Individual,Manual,First Owner,5.0,98.96,kmpl,23.0,
5522.0,Maruti,2012.0,170000.0,90000.0,Petrol,Individual,,,5.0,67.1,kmpl,20.92,998.0
5525.0,Ford,2017.0,900000.0,35000.0,Diesel,Individual,,First Owner,5.0,98.96,kmpl,23.0,1498.0
5526.0,Maruti,,,120000.0,Diesel,,,First Owner,,74.0,,22.9,1248.0
5527.0,Maruti,,445000.0,80000.0,Diesel,Individual,Manual,Second Owner,5.0,74.0,kmpl,,1248.0
5528.0,MARUTI,2014.0,459999.0,,Diesel,Individual,Manual,Fourth & Above Owner,5.0,74.0,kmpl,23.4,1248.0
5530.0,MARUTI,2009.0,200000.0,120000.0,Diesel,Individual,Manual,Second Owner,5.0,73.9,kmpl,21.1,1248.0
5533.0,Toyota,2014.0,550000.0,,Diesel,Individual,Manual,First Owner,,67.04,kmpl,23.59,1364.0
5537.0,Maruti,2008.0,129000.0,60000.0,Petrol,Individual,Manual,First Owner,5.0,46.3,kmpl,19.7,796.0
5539.0,,2014.0,570000.0,48000.0,Diesel,Individual,Manual,First Owner,5.0,98.96,kmpl,21.7,1498.0
5548.0,Maruti,2015.0,650000.0,50000.0,Petrol,Individual,Manual,First Owner,5.0,83.1,kmpl,21.4,1197.0
5561.0,Maruti,2010.0,311000.0,94000.0,Diesel,Individual,Manual,Second Owner,5.0,75.0,,21.1,1248.0
5565.0,Maruti,2018.0,440000.0,20000.0,Petrol,Individual,Manual,,5.0,67.04,kmpl,20.51,
5566.0,MARUTI,2018.0,440000.0,17000.0,Petrol,Individual,Manual,First Owner,5.0,67.04,,20.51,998.0
5572.0,Tata,2010.0,200000.0,60000.0,Diesel,Individual,Manual,First Owner,5.0,69.0,,23.03,1396.0
5573.0,Hyundai,2016.0,750000.0,40000.0,Diesel,Individual,Manual,First Owner,5.0,88.73,,21.19,1396.0
5577.0,Renault,2017.0,350000.0,30000.0,Petrol,Individual,Manual,First Owner,5.0,,kmpl,23.01,999.0
5578.0,Maruti,2016.0,450000.0,175000.0,Diesel,Individual,Manual,First Owner,5.0,74.0,,23.4,
5587.0,,2012.0,254999.0,90000.0,Diesel,Individual,Manual,First Owner,5.0,,kmpl,23.0,1396.0
5589.0,Volkswagen,2013.0,280000.0,80000.0,Diesel,Individual,Manual,Second Owner,5.0,73.9,kmpl,22.07,1199.0
5590.0,,,725000.0,35000.0,Petrol,Individual,Automatic,,5.0,81.8,,21.21,1197.0
5593.0,Hyundai,,287000.0,,Petrol,,Manual,Second Owner,5.0,,kmpl,19.81,1086.0
5597.0,Maruti,2013.0,240000.0,108916.0,Petrol,Individual,Manual,Second Owner,5.0,67.04,,20.51,998.0
5598.0,Hyundai,2013.0,290000.0,40000.0,Petrol,Individual,Manual,Second Owner,5.0,55.2,kmpl,21.1,814.0
5599.0,,2014.0,229999.0,80000.0,,Individual,Manual,First Owner,5.0,55.2,kmpl,21.1,814.0
5602.0,Maruti,2004.0,90000.0,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,5.0,46.3,kmpl,19.7,796.0
5603.0,Hyundai,2012.0,330000.0,90000.0,Diesel,Individual,Manual,First Owner,5.0,90.0,,23.0,1396.0
5604.0,MARUTI,,200000.0,70000.0,Diesel,Individual,Manual,First Owner,5.0,,kmpl,21.1,1248.0
5612.0,Hyundai,2014.0,,60000.0,Petrol,Individual,Manual,Second Owner,5.0,55.2,kmpl,21.1,814.0
5615.0,,2013.0,250000.0,180000.0,Diesel,Individual,,First Owner,5.0,64.1,kmpl,20.8,1461.0
5618.0,Hyundai,,509999.0,120000.0,Diesel,Individual,Automatic,Second Owner,5.0,126.3,kmpl,22.32,1582.0
5620.0,Hyundai,2014.0,525000.0,80000.0,Diesel,Individual,Manual,Second Owner,5.0,126.32,kmpl,22.32,1582.0
,Volkswagen,,254999.0,120000.0,Diesel,Individual,Manual,Third Owner,5.0,73.9,kmpl,22.07,1199.0
5629.0,Maruti,,440000.0,30000.0,Petrol,Individual,,First Owner,5.0,67.04,kmpl,20.51,998.0
5635.0,Maruti,2019.0,780000.0,7200.0,Petrol,Individual,Manual,First Owner,5.0,100.5,kmpl,21.1,998.0
5636.0,Volkswagen,2011.0,320000.0,77000.0,Diesel,Individual,Manual,Second Owner,5.0,73.9,kmpl,22.07,1199.0
5646.0,,2018.0,472000.0,30000.0,Petrol,Individual,,,,67.0,kmpl,20.51,998.0
,Tata,2018.0,,,,Individual,Manual,Second Owner,5.0,88.7,,20.65,1248.0
,Tata,2013.0,325000.0,100000.0,Diesel,Individual,Manual,First Owner,5.0,88.8,kmpl,22.3,1248.0
5653.0,,,310000.0,90000.0,Diesel,Individual,Manual,Second Owner,5.0,67.0,,19.68,1399.0
,,2014.0,330000.0,100000.0,,,Manual,,5.0,67.0,,19.68,1399.0
5656.0,Ford,2012.0,250000.0,80000.0,Diesel,Individual,Manual,Second Owner,5.0,68.0,kmpl,20.0,1399.0
5660.0,Maruti,2015.0,280000.0,110000.0,Petrol,,Manual,First Owner,5.0,67.04,kmpl,20.51,998.0
5661.0,Tata,2011.0,153000.0,50000.0,Diesel,Individual,,Second Owner,,70.0,kmpl,23.57,1396.0
5665.0,Maruti,2012.0,235000.0,80000.0,Petrol,Individual,Manual,Third Owner,5.0,67.1,kmpl,20.92,998.0
5666.0,Maruti,,500000.0,15000.0,Petrol,Individual,Manual,First Owner,5.0,81.8,kmpl,20.4,1197.0
nan,Volkswagen,2016.0,591000.0,60000.0,Diesel,Dealer,Manual,First Owner,5.0,108.5,kmpl,21.49,1498.0
5671.0,Hyundai,2015.0,585000.0,72000.0,Diesel,,Manual,First Owner,5.0,88.73,kmpl,22.54,1396.0
5674.0,Hyundai,2014.0,484999.0,70100.0,Diesel,Dealer,Manual,First Owner,5.0,88.73,kmpl,22.54,1396.0
,Ford,2011.0,195000.0,77395.0,Diesel,Dealer,Manual,Second Owner,5.0,68.0,kmpl,20.0,1399.0
5683.0,Volkswagen,2015.0,651000.0,69000.0,Diesel,Dealer,,First Owner,5.0,108.6,kmpl,22.15,1498.0
5695.0,Maruti,2015.0,650000.0,70000.0,Diesel,Individual,,First Owner,7.0,88.76,kmpl,20.77,
5704.0,Maruti,2011.0,275000.0,165000.0,Diesel,Individual,Manual,First Owner,,,kmpl,21.1,1248.0
5707.0,VOLKSWAGEN,2011.0,400000.0,,Diesel,Individual,,Second Owner,5.0,103.6,,20.54,1598.0
5710.0,Maruti,2016.0,,40000.0,Petrol,Individual,Manual,,,81.8,kmpl,20.4,1197.0
5713.0,Volkswagen,2018.0,1290000.0,29899.0,Diesel,Dealer,Automatic,First Owner,5.0,108.6,kmpl,,1498.0
5714.0,Hyundai,2020.0,775000.0,2000.0,Petrol,Dealer,,First Owner,5.0,81.86,kmpl,,1197.0
5715.0,NAN,2017.0,695000.0,34000.0,,Dealer,Manual,First Owner,8.0,83.8,kmpl,21.04,1461.0
5718.0,Maruti,2016.0,434999.0,10000.0,,,Automatic,First Owner,5.0,67.04,kmpl,23.1,998.0
5719.0,Hyundai,,850000.0,59235.0,Diesel,Dealer,,First Owner,5.0,126.2,kmpl,19.67,1582.0
5723.0,Hyundai,2013.0,360000.0,144000.0,Diesel,Individual,Manual,First Owner,5.0,88.8,,21.9,
5724.0,Hyundai,2013.0,350000.0,144000.0,Diesel,Individual,Manual,,5.0,88.8,kmpl,21.9,1396.0
5728.0,,2017.0,860000.0,40000.0,,Individual,Manual,Second Owner,5.0,126.2,kmpl,22.0,1582.0
5732.0,VOLKSWAGEN,2011.0,240000.0,110000.0,Diesel,Individual,Manual,First Owner,5.0,103.6,kmpl,20.54,1598.0
,Maruti,2018.0,545000.0,10000.0,Petrol,Dealer,Automatic,First Owner,5.0,67.04,kmpl,23.1,998.0
5740.0,Maruti,2018.0,775000.0,21147.0,Petrol,Dealer,Automatic,,5.0,83.1,kmpl,21.4,1197.0
5744.0,Maruti,2017.0,620000.0,37000.0,Petrol,Dealer,Manual,First Owner,5.0,81.8,kmpl,21.01,1197.0
,Maruti,2018.0,775000.0,17000.0,Petrol,Dealer,Manual,First Owner,5.0,81.8,kmpl,21.01,1197.0
5751.0,Maruti,,380000.0,50000.0,Petrol,Individual,Manual,,5.0,67.04,kmpl,23.1,
5753.0,Maruti,,,,Petrol,Individual,Manual,Second Owner,5.0,47.3,kmpl,22.74,796.0
5755.0,Maruti,2015.0,420000.0,36000.0,Petrol,Individual,Manual,First Owner,5.0,83.11,kmpl,20.4,1197.0
5756.0,Ford,2011.0,130000.0,180000.0,Diesel,Individual,Manual,Second Owner,5.0,68.0,kmpl,20.0,1399.0
5757.0,Maruti,2012.0,110000.0,80000.0,Petrol,Individual,Manual,First Owner,5.0,67.1,kmpl,20.92,998.0
5758.0,Maruti,,120000.0,120000.0,Petrol,Individual,Manual,Second Owner,5.0,,kmpl,19.7,796.0
5762.0,TOYOTA,2018.0,665000.0,70000.0,Diesel,Individual,Manual,First Owner,5.0,67.04,kmpl,23.59,1364.0
5764.0,Hyundai,2012.0,340000.0,92686.0,Diesel,Dealer,Manual,Second Owner,5.0,88.76,kmpl,21.9,
5766.0,Tata,,270000.0,80000.0,Diesel,,Manual,First Owner,5.0,,kmpl,21.02,1248.0
5771.0,Hyundai,2014.0,250000.0,80000.0,Petrol,Individual,Manual,Second Owner,5.0,55.2,kmpl,21.1,814.0
,Hyundai,2010.0,350000.0,90000.0,Diesel,Individual,Manual,Second Owner,,90.0,kmpl,23.0,1396.0
5775.0,Maruti,2018.0,600000.0,25000.0,Petrol,Individual,Manual,First Owner,5.0,81.8,kmpl,21.21,1197.0
5778.0,Ford,2018.0,690000.0,13000.0,Petrol,Individual,Manual,First Owner,5.0,94.93,kmpl,20.4,1194.0
5780.0,Hyundai,2018.0,350000.0,10000.0,,Individual,Manual,Second Owner,5.0,68.05,kmpl,20.3,998.0
5781.0,Maruti,2012.0,220000.0,13000.0,Petrol,Individual,,First Owner,5.0,67.1,kmpl,,998.0
5782.0,Renault,2019.0,700000.0,6500.0,Petrol,Individual,Manual,First Owner,7.0,72.0,,20.0,999.0
5783.0,Hyundai,2013.0,198000.0,,Petrol,Individual,Manual,Second Owner,,55.2,kmpl,21.1,
5784.0,Hyundai,2011.0,350000.0,50000.0,Diesel,Individual,Manual,First Owner,5.0,90.0,kmpl,23.0,1396.0
5785.0,Tata,2011.0,210000.0,175000.0,Diesel,,Manual,Second Owner,5.0,70.0,kmpl,,
,Tata,2011.0,210000.0,175000.0,,,Manual,Second Owner,5.0,69.0,,,1396.0
5787.0,Maruti,2014.0,375000.0,110000.0,Diesel,Individual,Manual,Third Owner,5.0,73.94,kmpl,23.2,1248.0
5792.0,Toyota,2018.0,780000.0,116000.0,,Individual,Manual,First Owner,5.0,67.05,,23.59,1364.0
,Maruti,2020.0,445000.0,1000.0,Petrol,Individual,Manual,First Owner,5.0,81.8,kmpl,21.21,1197.0
5800.0,Maruti,,300000.0,120000.0,Diesel,Individual,Manual,,5.0,73.94,kmpl,23.2,
5803.0,Honda,2017.0,950000.0,,Diesel,Dealer,Manual,First Owner,,98.6,kmpl,21.9,1498.0
5806.0,Volkswagen,2017.0,750000.0,50000.0,Diesel,Individual,Manual,First Owner,5.0,108.6,kmpl,22.27,1498.0
5807.0,Hyundai,2017.0,,34000.0,Petrol,Individual,Manual,First Owner,5.0,55.2,kmpl,21.1,814.0
5811.0,Volkswagen,2017.0,655000.0,50000.0,Diesel,Individual,Automatic,First Owner,5.0,108.495,kmpl,22.0,
,Ford,2011.0,210000.0,84000.0,Diesel,Individual,Manual,Second Owner,5.0,68.0,kmpl,20.0,1399.0
5815.0,Hyundai,2019.0,430000.0,18500.0,Petrol,Individual,Manual,First Owner,5.0,68.0,kmpl,20.3,1086.0
5816.0,Tata,2012.0,155000.0,50000.0,Diesel,Individual,,First Owner,5.0,69.0,kmpl,23.03,1396.0
5825.0,Hyundai,2008.0,250000.0,100000.0,Petrol,Individual,Manual,Second Owner,5.0,68.05,kmpl,19.81,1086.0
5826.0,MARUTI,2005.0,125000.0,70000.0,,,Manual,Fourth & Above Owner,5.0,46.3,kmpl,19.7,796.0
5829.0,Hyundai,2020.0,,,,Individual,Manual,First Owner,5.0,68.07,kmpl,20.3,1086.0
5831.0,Renault,2015.0,690000.0,80000.0,Diesel,Individual,Manual,First Owner,8.0,83.8,kmpl,21.04,1461.0
5836.0,Maruti,2013.0,,150000.0,Diesel,Individual,,,5.0,74.0,kmpl,23.4,1248.0
,Ford,,275000.0,104300.0,Diesel,Individual,,First Owner,5.0,,kmpl,20.0,1399.0
5841.0,Volkswagen,2020.0,800000.0,25000.0,Diesel,Individual,Manual,First Owner,5.0,108.62,kmpl,21.66,1498.0
5848.0,Maruti,,409999.0,100000.0,Diesel,Individual,,Third Owner,5.0,74.0,kmpl,22.9,1248.0
5849.0,Hyundai,,1000000.0,73500.0,Diesel,Individual,Manual,First Owner,5.0,,kmpl,19.67,1582.0
5855.0,Volkswagen,2013.0,325000.0,155000.0,Diesel,Individual,Manual,Second Owner,5.0,103.6,,20.54,1598.0
5862.0,Maruti,2012.0,625000.0,100000.0,Diesel,Individual,Manual,Second Owner,5.0,74.0,kmpl,23.4,1248.0
5864.0,Maruti,2015.0,330000.0,84000.0,Petrol,Individual,Manual,Second Owner,5.0,67.04,kmpl,23.1,998.0
5866.0,HYUNDAI,2011.0,300000.0,30000.0,Petrol,Individual,Manual,First Owner,5.0,68.05,kmpl,19.81,1086.0
5867.0,Maruti,2016.0,650000.0,35000.0,Petrol,Individual,Manual,Second Owner,5.0,83.1,kmpl,21.4,1197.0
5868.0,Mahindra,2015.0,380000.0,120000.0,Diesel,,Manual,Second Owner,5.0,65.0,kmpl,21.03,1461.0
5870.0,Hyundai,2012.0,590000.0,110000.0,Diesel,Individual,Manual,,5.0,126.32,kmpl,22.32,
5875.0,Renault,2012.0,,75000.0,Diesel,Individual,Manual,First Owner,5.0,,kmpl,23.08,1461.0
5880.0,MARUTI,2015.0,475000.0,51000.0,Petrol,,Manual,First Owner,5.0,81.8,kmpl,22.0,1197.0
5881.0,Maruti,2017.0,525000.0,29000.0,Petrol,,Manual,First Owner,5.0,81.8,kmpl,20.89,1197.0
5882.0,,2015.0,365000.0,28000.0,Petrol,,Manual,,,81.8,kmpl,20.52,
5891.0,Hyundai,2012.0,350000.0,120000.0,Diesel,Individual,Manual,Third Owner,5.0,,kmpl,22.32,1582.0
5892.0,Volkswagen,2013.0,325000.0,120000.0,Diesel,,Manual,,5.0,73.9,kmpl,22.07,1199.0
5893.0,VOLKSWAGEN,2013.0,360000.0,80000.0,Diesel,Individual,Manual,First Owner,5.0,73.9,kmpl,22.07,1199.0
5894.0,Maruti,2010.0,148000.0,120000.0,Petrol,Individual,Manual,First Owner,5.0,67.1,kmpl,20.92,998.0
5896.0,Toyota,2014.0,430999.0,,Diesel,Individual,Manual,First Owner,5.0,67.04,kmpl,23.59,1364.0
5899.0,Renault,2019.0,300000.0,35000.0,Petrol,Individual,Manual,First Owner,5.0,67.0,kmpl,23.01,
5901.0,Ford,2010.0,260000.0,70000.0,Diesel,,Manual,First Owner,,68.0,,20.0,1399.0
5909.0,Ford,2017.0,934000.0,101000.0,Diesel,Individual,Manual,First Owner,5.0,,kmpl,22.77,
5921.0,Volkswagen,2012.0,380000.0,200000.0,,Individual,Manual,First Owner,5.0,103.6,kmpl,20.54,1598.0
5924.0,Maruti,2011.0,350000.0,118000.0,Diesel,Individual,,Second Owner,5.0,,,21.1,1248.0
,Tata,,980000.0,20000.0,Diesel,Individual,Manual,First Owner,5.0,,kmpl,21.5,1497.0
5927.0,Tata,2018.0,969999.0,,Diesel,Individual,Manual,First Owner,5.0,,kmpl,21.5,1497.0
5931.0,Maruti,2015.0,250000.0,70000.0,Petrol,Individual,Manual,First Owner,5.0,47.3,kmpl,22.74,796.0
,,2018.0,950000.0,14000.0,Diesel,Individual,Manual,,5.0,108.5,kmpl,21.5,1497.0
5943.0,Hyundai,2015.0,965000.0,60000.0,Diesel,Individual,Manual,,5.0,126.2,,19.67,1582.0
5944.0,Maruti,2013.0,700000.0,37659.0,Diesel,Individual,,First Owner,7.0,88.8,kmpl,20.77,1248.0
5945.0,Maruti,2012.0,250000.0,89000.0,Diesel,Individual,Manual,Second Owner,5.0,73.94,kmpl,,1248.0
5946.0,Maruti,2013.0,680000.0,37500.0,Diesel,Individual,Manual,Second Owner,7.0,88.8,kmpl,20.77,1248.0
5952.0,MARUTI,2011.0,250000.0,90000.0,,Individual,Manual,Third Owner,5.0,73.9,kmpl,,
5955.0,Maruti,2013.0,550000.0,,Diesel,Individual,Manual,Third Owner,7.0,88.76,kmpl,20.77,1248.0
5961.0,MARUTI,2017.0,550000.0,46000.0,Petrol,Individual,Manual,First Owner,5.0,83.1,kmpl,21.4,1197.0
